System Time,Nox
2018-03-17 00:59:01.323765,11
2018-03-17 01:02:17.588244,22
2018-03-17 01:00:03.587181,24
2018-03-17 01:01:13.395384,10
2018-03-17 00:52:31.049595,41
2018-03-17 01:04:26.688563,27
2018-03-06 20:50:01.018432,52
2018-03-17 01:06:35.602779,14
2018-03-06 20:53:45.334583,20
2018-03-06 20:54:50.530746,20
2018-03-06 21:04:26.770326,27
2018-03-07 08:02:25.699978,61
2018-03-07 11:45:20.681225,36
2018-03-07 11:44:20.015014,20
2018-03-07 11:47:30.035917,97
2018-03-07 11:48:35.560612,14
2018-03-07 11:50:42.908030,22
2018-03-07 08:06:20.269230,12
2018-03-07 11:51:48.402395,11
2018-03-07 11:54:58.655762,21
2018-03-07 11:53:54.902372,59
2018-03-07 11:56:01.647735,58
2018-03-07 13:09:23.406128,42
2018-03-07 13:28:37.356786,13
2018-03-07 13:26:27.920042,92
2018-03-07 13:29:41.538013,12
2018-03-07 13:31:44.738739,73
2018-03-07 13:30:43.872944,11
2018-03-07 11:57:03.782199,113
2018-03-07 13:37:08.554227,16
2018-03-07 13:38:08.713072,34
2018-03-07 13:39:14.472529,38
2018-03-07 13:41:22.720051,172
2018-03-07 13:32:51.716640,45
2018-03-07 17:29:41.332459,21
2018-03-07 13:34:58.491053,12
2018-03-07 17:28:40.332809,49
2018-03-07 17:30:47.268225,20
2018-03-07 17:31:54.402549,20
2018-03-07 17:32:57.612830,20
2018-03-07 17:34:03.206052,20
2018-03-08 01:51:01.575294,23
2018-03-08 01:52:11.828410,33
2018-03-08 01:54:21.022930,114
2018-03-08 01:55:22.145488,68
2018-03-08 01:57:34.788766,43
2018-03-07 19:08:54.611347,51
2018-03-09 15:27:29.682584,19
2018-03-09 15:26:32.400721,48
2018-03-09 15:32:51.195039,30
2018-03-09 12:34:01.260743,31
2018-03-09 15:36:03.062544,132
2018-03-09 15:39:14.593178,43
2018-03-09 15:41:22.694778,27
2018-03-09 12:34:10.425144,59
2018-03-09 15:53:06.355669,18
2018-03-09 15:56:19.590353,19
2018-03-09 15:58:29.231367,51
2018-03-09 16:00:56.438029,13
2018-03-09 16:03:51.435375,41
2018-03-10 14:57:56.361790,62
2018-03-09 16:02:45.791258,32
2018-03-10 15:18:29.843494,18
2018-03-10 15:17:24.638562,81
2018-03-10 15:19:48.047361,15
2018-03-09 15:50:59.123812,18
2018-03-10 15:20:38.019130,31
2018-03-10 15:24:53.749737,56
2018-03-10 15:23:48.951775,86
2018-03-10 15:22:45.794235,47
2018-03-10 15:33:26.849475,27
2018-03-10 15:21:42.215966,28
2018-03-10 15:38:47.653653,29
2018-03-10 15:39:51.777076,27
2018-03-10 16:01:17.794736,25
2018-03-10 16:03:25.973572,25
2018-03-10 16:06:39.168113,25
2018-03-10 16:07:44.059230,25
2018-03-10 16:15:15.601569,27
2018-03-10 16:21:40.631024,19
2018-03-10 16:20:37.859285,21
2018-03-10 16:22:46.323329,18
2018-03-10 16:23:51.083354,34
2018-03-10 16:24:54.033539,52
2018-03-10 16:18:29.317868,26
2018-03-10 16:25:59.760689,19
2018-03-10 16:19:31.726671,24
2018-03-11 15:47:47.178598,28
2018-03-11 18:34:15.550104,83
2018-03-11 19:53:10.814743,23
2018-03-11 18:36:10.433568,51
2018-03-12 07:23:22.656406,34
2018-03-16 06:57:26.088577,10
2018-03-16 06:59:34.489911,18
2018-03-16 07:00:38.224481,25
2018-03-12 07:22:18.364170,18
2018-03-12 07:21:32.529293,47
2018-03-16 07:01:41.063610,28
2018-03-11 19:54:13.320230,59
2018-03-16 07:02:45.484873,34
2018-03-16 07:07:34.515554,15
2018-03-16 07:08:05.150619,51
2018-03-16 07:09:08.394580,16
2018-03-16 07:03:48.526898,48
2018-03-16 07:04:51.073413,63
2018-03-16 10:49:08.996039,128
2018-03-16 10:51:05.870206,15
2018-03-16 10:48:20.032837,30
2018-03-16 10:52:08.861020,12
2018-03-16 10:53:13.090574,38
2018-03-16 10:54:17.771675,20
2018-03-16 14:48:08.741916,54
2018-03-16 14:51:19.893398,16
2018-03-16 14:52:24.306542,32
2018-03-16 14:54:32.583460,12
2018-03-16 14:56:36.609439,34
2018-03-16 14:55:33.716640,23
2018-03-16 14:50:15.843604,36
2018-03-16 14:47:04.975189,78
2018-03-16 22:59:02.314591,72
2018-03-16 22:59:20.717285,70
2018-03-16 23:00:23.038900,59
2018-03-16 23:01:25.444034,89
2018-03-16 19:02:33.076013,28
2018-03-16 23:04:39.397603,20
2018-03-16 19:00:49.904036,25
2018-03-16 23:15:23.867756,24
2018-03-16 23:13:16.066026,20
2018-03-06 10:45:35.360860,28
2018-03-06 11:00:40.097215,32
2018-03-06 11:08:05.032307,31
2018-03-06 20:38:23.071752,20
2018-03-06 20:45:51.006562,16
2018-03-06 20:47:02.632739,15
2018-03-06 20:50:05.960223,16
2018-03-06 20:54:20.970518,15
2018-03-06 20:54:12.800086,14
2018-03-06 20:55:23.205945,14
2018-03-06 20:57:10.860604,13
2018-03-06 20:59:40.932826,19
2018-03-06 21:00:42.440648,52
2018-03-06 21:01:55.340494,15
2018-03-06 21:02:52.744192,14
2018-03-06 21:03:57.362705,14
2018-03-06 21:08:12.420635,14
2018-03-06 21:15:41.524690,50
2018-03-06 21:16:43.901761,14
2018-03-06 21:09:26.950538,12
2018-03-06 21:22:07.201499,12
2018-03-06 21:18:53.187958,28
2018-03-06 21:19:57.480470,27
2018-03-06 21:25:17.776168,11
2018-03-06 21:23:07.323467,26
2018-03-06 21:27:24.337127,10
2018-03-06 21:26:21.613822,10
2018-03-06 21:21:02.935176,13
2018-03-06 21:28:29.080804,21
2018-03-06 21:33:53.963398,19
2018-03-06 21:29:33.758216,48
2018-03-06 21:41:20.640749,17
2018-03-06 21:31:41.822011,32
2018-03-06 21:43:30.424659,19
2018-03-06 21:47:42.927686,33
2018-03-06 21:51:01.724559,29
2018-03-06 21:52:02.136038,25
2018-03-06 22:23:00.431826,27
2018-03-06 22:24:06.385803,27
2018-03-06 22:32:37.923106,28
2018-03-06 22:40:06.883720,28
2018-03-06 22:48:46.485904,28
2018-03-06 22:50:52.180475,28
2018-03-07 07:49:17.471361,28
2018-03-07 07:50:21.940325,11
2018-03-07 07:59:59.738328,19
2018-03-07 08:01:03.940498,18
2018-03-07 07:48:31.520137,15
2018-03-07 08:06:28.058208,20
2018-03-07 08:11:46.427004,20
2018-03-07 08:23:36.989522,19
2018-03-07 08:25:44.201752,19
2018-03-07 08:26:46.926179,19
2018-03-07 08:27:53.677653,18
2018-03-07 08:28:50.979514,18
2018-03-07 08:30:02.968732,17
2018-03-07 08:32:09.121872,42
2018-03-07 08:33:13.552157,31
2018-03-07 08:34:16.848459,87
2018-03-07 08:37:29.610451,34
2018-03-07 08:21:27.639472,19
2018-03-07 08:31:05.064835,33
2018-03-07 08:43:57.567474,16
2018-03-07 08:48:17.793600,10
2018-03-07 08:49:20.288366,32
2018-03-07 08:50:23.882334,11
2018-03-07 08:51:26.633841,16
2018-03-07 08:57:54.254328,17
2018-03-07 09:05:21.245812,26
2018-03-07 09:06:27.610178,27
2018-03-07 09:09:40.890107,26
2018-03-07 08:53:36.679814,49
2018-03-07 09:11:47.689467,25
2018-03-07 08:55:44.804680,41
2018-03-07 09:04:19.273795,26
2018-03-07 09:22:32.046922,26
2018-03-07 09:25:44.784276,26
2018-03-07 09:28:57.069730,27
2018-03-07 09:15:00.005321,25
2018-03-07 09:32:07.911296,26
2018-03-07 09:34:18.208476,27
2018-03-07 09:30:01.423095,26
2018-03-07 09:38:36.563341,28
2018-03-07 09:12:51.367150,24
2018-03-07 09:47:11.323288,28
2018-03-07 09:50:22.641450,26
2018-03-07 09:53:37.046994,27
2018-03-07 09:55:44.713020,26
2018-03-07 09:56:49.215494,26
2018-03-07 09:42:52.122102,28
2018-03-07 10:08:15.006107,21
2018-03-07 10:09:20.559910,21
2018-03-07 10:05:22.715979,18
2018-03-07 10:10:25.743425,39
2018-03-07 10:11:29.626205,36
2018-03-07 09:40:44.596542,28
2018-03-07 10:13:36.511386,12
2018-03-07 10:14:38.917750,10
2018-03-07 10:15:42.583075,10
2018-03-07 10:25:16.842525,74
2018-03-07 10:30:37.212228,57
2018-03-07 10:31:45.772689,79
2018-03-07 10:32:45.939084,32
2018-03-07 10:33:53.776885,31
2018-03-07 10:34:53.241858,28
2018-03-07 10:26:21.169845,60
2018-03-07 10:35:57.062102,24
2018-03-07 10:38:07.416514,20
2018-03-07 10:48:43.543799,24
2018-03-07 15:58:16.902228,14
2018-03-07 16:00:32.524899,14
2018-03-07 16:02:36.986230,11
2018-03-07 16:03:58.505574,21
2018-03-07 10:45:33.070056,27
2018-03-07 16:05:47.912960,33
2018-03-07 16:06:52.938973,56
2018-03-07 16:12:13.618900,215
2018-03-07 16:14:22.615123,19
2018-03-07 10:46:47.424301,25
2018-03-07 16:19:47.445210,53
2018-03-07 16:17:38.119756,40
2018-03-07 16:27:14.843880,14
2018-03-07 16:33:39.594149,190
2018-03-07 16:39:00.656870,87
2018-03-07 16:42:13.552328,23
2018-03-07 16:45:23.350862,21
2018-03-07 16:50:43.216281,10
2018-03-07 16:52:52.687888,28
2018-03-07 16:43:18.206391,16
2018-03-07 16:57:10.727350,48
2018-03-07 16:56:03.442335,57
2018-03-07 17:07:53.486543,15
2018-03-07 16:54:56.494732,90
2018-03-07 17:14:13.695986,18
2018-03-07 17:19:37.088437,18
2018-03-07 17:13:10.806881,18
2018-03-07 17:26:02.478829,20
2018-03-07 17:27:04.537257,20
2018-03-07 17:39:56.565990,20
2018-03-07 17:46:21.678806,20
2018-03-07 17:52:50.509201,21
2018-03-07 17:59:13.891268,20
2018-03-07 20:04:26.021185,45
2018-03-07 20:09:23.197778,193
2018-03-07 20:25:23.401806,16
2018-03-07 20:27:31.967557,31
2018-03-07 20:28:34.691432,13
2018-03-07 20:30:42.770819,23
2018-03-07 20:29:40.324182,25
2018-03-07 20:33:54.836592,26
2018-03-07 20:31:45.908614,19
2018-03-07 20:34:58.527229,39
2018-03-07 20:36:02.109169,34
2018-03-07 20:40:18.256143,51
2018-03-07 20:41:28.728351,15
2018-03-07 20:44:41.813649,33
2018-03-07 20:38:08.884840,40
2018-03-07 20:39:13.931866,36
2018-03-07 20:37:06.442746,21
2018-03-07 21:00:43.071869,13
2018-03-07 21:07:10.950683,15
2018-03-07 21:08:15.452494,15
2018-03-07 21:09:17.562124,14
2018-03-07 21:12:36.419592,13
2018-03-07 21:15:45.363337,14
2018-03-07 21:20:01.815965,14
2018-03-07 21:16:46.844074,14
2018-03-07 21:24:17.383806,14
2018-03-07 21:31:48.361008,15
2018-03-07 21:34:00.941913,15
2018-03-07 21:35:01.775330,14
2018-03-07 21:28:37.509956,14
2018-03-07 21:39:19.607030,13
2018-03-07 21:38:15.368085,14
2018-03-07 21:43:36.575219,13
2018-03-07 21:45:44.036205,14
2018-03-07 23:31:32.133232,45
2018-03-07 23:32:09.969752,42
2018-03-07 21:40:23.061442,13
2018-03-07 23:39:35.982287,30
2018-03-07 23:36:24.271851,15
2018-03-07 23:40:46.097546,48
2018-03-07 23:41:44.932353,76
2018-03-07 23:38:32.452372,42
2018-03-07 23:37:55.840802,13
2018-03-07 23:52:26.472846,13
2018-03-07 23:58:50.262537,16
2018-03-07 23:59:54.104921,16
2018-03-08 00:22:22.302289,20
2018-03-08 00:24:28.234125,21
2018-03-08 00:25:32.070075,20
2018-03-08 00:27:39.252797,37
2018-03-08 00:29:47.109161,35
2018-03-08 00:30:48.431793,28
2018-03-08 00:28:41.152534,27
2018-03-08 00:26:36.880418,41
2018-03-08 00:42:35.499251,29
2018-03-08 00:44:44.523252,34
2018-03-08 00:48:02.385951,44
2018-03-08 00:49:04.833606,44
2018-03-08 00:50:10.117879,15
2018-03-08 00:51:14.565248,42
2018-03-08 00:52:18.919806,12
2018-03-08 01:26:35.072155,24
2018-03-08 01:41:32.899658,26
2018-03-08 09:10:19.046118,23
2018-03-08 09:11:12.080916,22
2018-03-08 09:13:27.429412,21
2018-03-08 09:15:24.448112,21
2018-03-08 09:17:37.584557,21
2018-03-08 09:19:47.140457,20
2018-03-08 09:23:00.273922,21
2018-03-08 09:08:57.957577,22
2018-03-08 09:28:24.535069,54
2018-03-08 09:29:30.624472,31
2018-03-08 09:30:32.058898,22
2018-03-08 09:31:37.520903,43
2018-03-08 09:32:43.411912,19
2018-03-08 09:33:47.463238,10
2018-03-08 09:35:54.154799,18
2018-03-08 09:36:59.929777,16
2018-03-08 09:42:19.050809,12
2018-03-08 13:38:41.361064,20
2018-03-08 13:44:11.747878,21
2018-03-08 13:46:12.072652,20
2018-03-08 13:45:04.764698,20
2018-03-08 13:50:44.574272,19
2018-03-08 13:49:27.459636,20
2018-03-08 13:41:50.477630,22
2018-03-08 13:56:49.165213,20
2018-03-08 13:57:52.367185,20
2018-03-08 14:00:02.985993,20
2018-03-08 14:06:28.517163,20
2018-03-08 14:07:27.623250,20
2018-03-08 14:08:36.062728,19
2018-03-08 14:10:10.221529,18
2018-03-08 14:12:54.218616,19
2018-03-08 14:17:09.263259,19
2018-03-08 14:21:26.273287,19
2018-03-08 14:22:27.143332,17
2018-03-08 14:24:39.355148,18
2018-03-08 14:27:51.508341,16
2018-03-08 14:26:47.706028,18
2018-03-08 20:56:09.363993,19
2018-03-09 00:43:42.813800,37
2018-03-09 00:41:02.097111,34
2018-03-09 00:53:31.998620,12
2018-03-09 00:54:33.106498,11
2018-03-09 00:55:37.841433,10
2018-03-09 00:57:47.012606,17
2018-03-09 00:58:50.828298,15
2018-03-09 01:00:57.776831,14
2018-03-09 01:02:01.736935,54
2018-03-09 00:56:43.656103,19
2018-03-09 01:05:13.386480,12
2018-03-09 01:21:11.507853,12
2018-03-09 01:28:38.112121,13
2018-03-09 01:32:58.565847,15
2018-03-09 01:24:24.126252,12
2018-03-09 01:36:11.618541,13
2018-03-09 01:25:28.634880,12
2018-03-09 01:37:15.098771,13
2018-03-09 01:38:19.489254,13
2018-03-09 01:42:36.611020,13
2018-03-09 01:45:49.126544,14
2018-03-09 01:49:01.678285,14
2018-03-09 01:51:09.477999,14
2018-03-09 01:50:05.630473,14
2018-03-09 01:57:35.546345,14
2018-03-09 02:02:55.205877,14
2018-03-09 01:58:40.065484,14
2018-03-09 02:05:03.372623,14
2018-03-09 02:07:11.080355,14
2018-03-09 09:33:06.666763,14
2018-03-09 09:34:41.807209,15
2018-03-09 09:18:35.386744,10
2018-03-09 09:38:59.224629,12
2018-03-09 09:36:51.254228,86
2018-03-09 09:47:31.608963,17
2018-03-09 09:48:37.869352,16
2018-03-09 09:46:28.432720,17
2018-03-09 10:03:40.548777,17
2018-03-09 10:08:54.614407,16
2018-03-09 10:13:12.801228,33
2018-03-09 10:15:22.852476,32
2018-03-09 10:06:47.935874,16
2018-03-09 10:23:53.722119,16
2018-03-09 10:29:15.621832,16
2018-03-09 10:30:19.816723,15
2018-03-09 10:33:31.299933,15
2018-03-09 10:34:36.256711,15
2018-03-09 10:35:42.030926,14
2018-03-09 10:37:49.827723,14
2018-03-10 10:14:32.430488,18
2018-03-10 10:15:16.892156,17
2018-03-10 10:17:24.845804,16
2018-03-10 10:19:31.922150,15
2018-03-10 10:20:34.672001,15
2018-03-10 10:08:11.592770,44
2018-03-10 10:23:48.010908,15
2018-03-10 10:29:05.873776,14
2018-03-10 10:03:36.025633,25
2018-03-10 10:34:23.892024,161
2018-03-10 10:33:19.319084,27
2018-03-10 10:36:32.268806,11
2018-03-10 10:37:36.056978,10
2018-03-10 10:38:38.322622,20
2018-03-10 10:40:47.581814,35
2018-03-10 10:42:54.736387,58
2018-03-10 10:41:51.124578,26
2018-03-10 10:32:18.140690,28
2018-03-10 10:43:58.626356,34
2018-03-10 10:31:12.242428,14
2018-03-10 11:19:03.152122,34
2018-03-10 11:26:29.586952,35
2018-03-10 11:27:34.215894,35
2018-03-10 11:36:06.700886,35
2018-03-10 11:37:10.820548,35
2018-03-10 11:42:29.722418,33
2018-03-10 11:48:48.300173,35
2018-03-11 13:15:50.761015,46
2018-03-11 13:16:33.350903,40
2018-03-11 13:17:37.109182,37
2018-03-11 13:18:42.522244,35
2018-03-11 13:19:45.686679,33
2018-03-11 13:21:53.686109,30
2018-03-11 13:28:14.472680,25
2018-03-11 13:29:19.345929,49
2018-03-11 13:30:23.569553,48
2018-03-11 13:24:00.489164,26
2018-03-11 13:32:32.363894,48
2018-03-11 13:34:37.863638,71
2018-03-11 13:36:48.381073,21
2018-03-11 13:40:02.394536,71
2018-03-11 13:50:55.366788,16
2018-03-11 13:54:13.629408,41
2018-03-11 13:53:10.313783,19
2018-03-11 14:06:54.794138,39
2018-03-11 14:18:42.551855,47
2018-03-11 14:36:45.787187,48
2018-03-11 14:45:33.798450,46
2018-03-11 14:47:38.564373,46
2018-03-11 14:50:49.753154,46
2018-03-11 21:47:30.799505,24
2018-03-11 21:49:37.127544,25
2018-03-11 21:59:19.223263,29
2018-03-11 22:16:18.413543,33
2018-03-11 22:18:27.583732,34
2018-03-11 22:27:01.069918,34
2018-03-11 22:28:33.465802,33
2018-03-11 22:39:50.476754,33
2018-03-11 22:40:55.375302,32
2018-03-11 22:41:59.983272,32
2018-03-12 07:40:53.070696,44
2018-03-12 07:40:48.820669,36
2018-03-12 07:42:00.557439,41
2018-03-12 07:54:46.300205,74
2018-03-12 07:50:31.867799,60
2018-03-12 08:08:37.539335,27
2018-03-12 08:03:18.053079,24
2018-03-12 08:32:03.112885,35
2018-03-12 08:33:08.002502,34
2018-03-12 08:41:33.795568,33
2018-03-12 08:36:18.339896,35
2018-03-12 08:44:50.473196,32
2018-03-12 08:47:04.376372,32
2018-03-12 08:54:27.387321,28
2018-03-12 10:13:16.712993,39
2018-03-12 10:15:09.497312,58
2018-03-12 10:18:22.038856,48
2018-03-12 10:23:45.145822,135
2018-03-12 10:19:31.906665,24
2018-03-12 10:25:52.671409,12
2018-03-12 10:24:46.583390,29
2018-03-12 10:29:05.261475,88
2018-03-12 10:35:28.757869,37
2018-03-12 10:51:32.180798,23
2018-03-12 10:32:17.184782,98
2018-03-12 11:35:16.277371,33
2018-03-12 11:36:19.878862,33
2018-03-12 15:03:05.989999,27
2018-03-12 15:03:30.480650,26
2018-03-12 15:15:01.973249,20
2018-03-12 15:19:13.329261,22
2018-03-12 15:48:59.699230,26
2018-03-12 15:50:10.924023,26
2018-03-12 15:32:00.438925,26
2018-03-12 15:31:05.657785,27
2018-03-12 16:04:03.781881,24
2018-03-12 16:06:11.544805,25
2018-03-12 16:35:45.568877,57
2018-03-12 16:37:30.492661,74
2018-03-12 16:39:36.730370,41
2018-03-12 16:42:50.342646,73
2018-03-12 16:47:06.052648,12
2018-03-12 16:48:11.536740,12
2018-03-12 16:50:23.463886,255
2018-03-12 16:51:22.232500,99
2018-03-12 16:07:19.063577,24
2018-03-12 16:54:36.616565,47
2018-03-12 16:55:41.185235,84
2018-03-12 17:30:55.832905,31
2018-03-12 17:34:13.756706,32
2018-03-12 17:45:54.307659,31
2018-03-12 17:48:00.528794,31
2018-03-12 17:57:39.019872,30
2018-03-12 17:58:41.328436,56
2018-03-12 18:03:11.942002,16
2018-03-12 18:05:12.113031,30
2018-03-12 18:06:13.236727,32
2018-03-12 18:08:21.292632,42
2018-03-12 18:10:30.978901,35
2018-03-12 18:16:57.182751,99
2018-03-12 18:11:34.766364,103
2018-03-12 18:15:52.369596,52
2018-03-12 18:13:44.403235,94
2018-03-12 18:20:13.792327,102
2018-03-12 18:22:17.290266,23
2018-03-12 18:38:17.996674,11
2018-03-12 18:36:11.309309,27
2018-03-12 19:14:42.106556,18
2018-03-12 19:10:41.961569,18
2018-03-12 19:16:04.024919,18
2018-03-12 18:35:01.203845,44
2018-03-12 19:17:17.042691,18
2018-03-12 19:17:56.444269,17
2018-03-12 19:26:37.588161,16
2018-03-12 22:53:22.765078,19
2018-03-12 22:54:44.281742,34
2018-03-12 22:56:51.080846,14
2018-03-12 19:19:08.648933,17
2018-03-12 23:04:17.346127,10
2018-03-12 23:01:05.081201,25
2018-03-12 23:02:10.419944,22
2018-03-12 23:08:33.778813,35
2018-03-12 22:59:04.280105,13
2018-03-12 23:09:35.860181,16
2018-03-12 23:11:45.301037,15
2018-03-12 23:30:55.723996,24
2018-03-12 23:31:58.543711,24
2018-03-12 23:35:14.409243,25
2018-03-12 23:37:28.289034,24
2018-03-12 23:38:24.695411,23
2018-03-12 23:39:29.188400,23
2018-03-12 23:49:04.370687,23
2018-03-12 23:46:55.763269,24
2018-03-12 23:50:09.392175,23
2018-03-12 23:58:41.994974,26
2018-03-13 00:09:23.809756,26
2018-03-13 00:06:12.887396,28
2018-03-13 00:11:30.670738,27
2018-03-13 00:02:57.657560,26
2018-03-13 18:27:02.433196,19
2018-03-13 18:30:05.691623,28
2018-03-13 18:34:20.485132,64
2018-03-13 18:40:46.517539,45
2018-03-13 18:42:54.603439,41
2018-03-13 18:32:12.495802,42
2018-03-13 18:49:20.358299,76
2018-03-13 18:50:23.397700,51
2018-03-13 18:53:36.234898,19
2018-03-13 18:52:32.225572,44
2018-03-13 18:43:58.469237,39
2018-03-13 18:57:53.862124,16
2018-03-13 18:56:48.508676,17
2018-03-13 18:58:55.093504,16
2018-03-13 19:08:32.886526,31
2018-03-13 18:54:39.679665,18
2018-03-13 19:14:56.728686,33
2018-03-13 19:19:14.290021,36
2018-03-13 19:10:40.810225,32
2018-03-13 19:23:31.214568,36
2018-03-13 19:34:11.137259,37
2018-03-13 19:42:41.516230,37
2018-03-13 19:51:19.292524,34
2018-03-13 19:43:47.931931,36
2018-03-14 10:24:10.636283,24
2018-03-14 10:27:21.977256,24
2018-03-14 10:32:41.823510,19
2018-03-14 10:22:37.002243,24
2018-03-13 19:56:40.011727,33
2018-03-14 10:42:54.753699,43
2018-03-14 10:44:30.130970,46
2018-03-14 10:45:32.193930,15
2018-03-14 10:46:33.776734,48
2018-03-14 10:47:38.799499,41
2018-03-14 10:50:51.508299,44
2018-03-14 10:55:05.271723,43
2018-03-14 10:56:10.041095,45
2018-03-14 10:33:46.240671,16
2018-03-14 10:57:14.369463,26
2018-03-14 10:34:49.841322,29
2018-03-14 10:59:22.248577,87
2018-03-14 11:02:37.456337,68
2018-03-14 11:04:43.438824,11
2018-03-14 11:05:48.062419,12
2018-03-14 11:00:22.668474,13
2018-03-14 11:01:28.657172,36
2018-03-14 11:32:31.215269,24
2018-03-14 11:30:22.538739,23
2018-03-14 11:33:33.390121,24
2018-03-14 11:36:46.896836,24
2018-03-14 11:28:11.666702,22
2018-03-14 11:45:18.546329,24
2018-03-14 11:46:23.275052,23
2018-03-14 11:47:28.374457,23
2018-03-14 11:49:35.721888,22
2018-03-14 11:52:48.603399,22
2018-03-14 11:54:56.971706,22
2018-03-14 11:56:02.312363,21
2018-03-14 11:59:12.031932,22
2018-03-14 12:00:18.036543,22
2018-03-14 12:02:27.437009,21
2018-03-14 12:06:39.663180,21
2018-03-14 11:48:32.568526,22
2018-03-14 11:38:54.482546,24
2018-03-14 12:13:08.050791,23
2018-03-14 13:36:10.202641,38
2018-03-14 13:36:55.852371,15
2018-03-14 13:29:36.092298,14
2018-03-14 13:45:37.560781,117
2018-03-14 13:48:48.852705,30
2018-03-14 13:49:53.489373,40
2018-03-14 13:53:04.607553,16
2018-03-14 13:54:08.866467,13
2018-03-14 13:57:19.614681,20
2018-03-14 13:58:24.089515,33
2018-03-14 14:14:26.190553,18
2018-03-14 14:20:47.744327,20
2018-03-14 14:21:51.456923,19
2018-03-14 14:26:07.679185,19
2018-03-14 14:29:21.766724,20
2018-03-14 14:33:38.349419,22
2018-03-14 14:41:04.777304,23
2018-03-14 14:44:22.313334,23
2018-03-14 14:46:26.287372,23
2018-03-14 14:57:14.549097,23
2018-03-14 14:59:16.542484,22
2018-03-14 15:43:10.675955,119
2018-03-14 15:44:13.686315,26
2018-03-14 15:45:16.942001,26
2018-03-14 15:48:00.521344,26
2018-03-14 15:46:22.690834,24
2018-03-14 15:48:28.763807,42
2018-03-14 15:57:00.323505,31
2018-03-14 16:02:25.057624,32
2018-03-14 16:05:31.412338,31
2018-03-14 15:54:02.767136,32
2018-03-14 16:09:47.698007,75
2018-03-14 16:11:55.256386,47
2018-03-14 16:10:52.606775,21
2018-03-14 16:13:01.280551,27
2018-03-14 16:14:01.191320,35
2018-03-14 16:07:41.716850,30
2018-03-14 16:17:20.006098,22
2018-03-14 16:18:25.899653,19
2018-03-14 16:16:15.979613,11
2018-03-14 16:20:30.429457,80
2018-03-14 16:22:38.640449,26
2018-03-14 16:23:44.067938,44
2018-03-14 16:26:56.439952,12
2018-03-14 16:24:52.253686,38
2018-03-14 16:39:47.198685,14
2018-03-14 16:42:02.362781,17
2018-03-14 16:45:07.313496,21
2018-03-14 16:36:35.868045,14
2018-03-14 16:52:32.561164,32
2018-03-14 16:54:42.197934,32
2018-03-14 16:55:45.237774,31
2018-03-14 16:57:55.290008,31
2018-03-14 17:00:01.770793,29
2018-03-14 17:02:09.177642,27
2018-03-14 17:13:55.024051,35
2018-03-14 17:18:18.980331,39
2018-03-14 17:10:42.453458,35
2018-03-14 17:21:23.890337,41
2018-03-14 17:27:51.754308,37
2018-03-14 17:31:04.635633,34
2018-03-15 07:48:20.076089,49
2018-03-15 07:50:34.616421,19
2018-03-15 07:51:30.084002,45
2018-03-15 07:55:50.764358,59
2018-03-15 07:52:45.093008,18
2018-03-15 07:54:46.443661,43
2018-03-15 08:01:13.044061,66
2018-03-15 08:08:39.304938,51
2018-03-15 08:06:30.669491,40
2018-03-15 08:07:42.398059,17
2018-03-15 08:21:27.437249,17
2018-03-15 08:25:43.199055,19
2018-03-15 08:17:09.419117,14
2018-03-15 08:31:08.237423,20
2018-03-15 08:43:56.084627,22
2018-03-15 08:47:08.000802,21
2018-03-15 08:38:33.763445,22
2018-03-15 08:51:24.593651,22
2018-03-15 08:53:32.001786,21
2018-03-15 09:07:29.352793,20
2018-03-15 09:05:20.917069,19
2018-03-15 09:04:16.023143,20
2018-03-15 11:18:02.161744,18
2018-03-15 11:24:26.228932,17
2018-03-15 11:37:15.533351,36
2018-03-15 11:36:58.026742,18
2018-03-15 11:44:59.684214,89
2018-03-15 11:43:13.073707,26
2018-03-15 12:00:50.010684,12
2018-03-15 11:30:56.359018,21
2018-03-15 12:01:47.750468,57
2018-03-15 12:09:37.895948,15
2018-03-15 12:10:49.350109,31
2018-03-15 12:11:33.258468,61
2018-03-15 12:16:48.576587,22
2018-03-15 12:27:15.789628,111
2018-03-15 12:28:42.201019,53
2018-03-15 12:27:37.020302,62
2018-03-15 12:30:51.757681,20
2018-03-15 12:31:58.330098,18
2018-03-15 12:32:58.356114,36
2018-03-15 12:29:41.366703,48
2018-03-15 12:37:12.377653,11
2018-03-15 12:38:19.723993,18
2018-03-15 12:42:37.083360,65
2018-03-15 12:50:06.614767,109
2018-03-15 12:51:07.634105,56
2018-03-15 12:43:39.770965,11
2018-03-15 12:45:50.499265,40
2018-03-15 12:59:46.834426,87
2018-03-15 12:56:32.081590,49
2018-03-15 13:04:04.135494,62
2018-03-15 13:06:13.605150,17
2018-03-15 13:12:38.434062,31
2018-03-15 13:15:19.771448,118
2018-03-15 13:15:54.066275,83
2018-03-15 13:18:00.196073,92
2018-03-15 13:09:37.651478,93
2018-03-15 13:21:13.561629,44
2018-03-15 13:23:19.828388,21
2018-03-15 13:34:03.586716,16
2018-03-15 13:36:12.514765,17
2018-03-15 13:39:27.737971,14
2018-03-15 13:44:49.499645,16
2018-03-15 13:27:36.783934,25
2018-03-15 13:50:11.679996,16
2018-03-15 13:51:16.898841,15
2018-03-15 13:52:20.259510,15
2018-03-15 13:54:30.626116,34
2018-03-15 13:55:31.873820,15
2018-03-15 13:47:00.011424,15
