System Time,Nox
2018-03-09 16:36:55.859827,44
2018-03-09 16:34:46.620382,35
2018-03-09 16:40:06.319174,24
2018-03-09 16:41:09.832668,13
2018-03-09 16:43:23.012818,48
2018-03-09 16:44:26.478408,38
2018-03-09 16:47:37.742871,12
2018-03-09 16:50:48.972790,13
2018-03-09 16:54:01.404883,15
2018-03-09 16:48:40.480558,12
2018-03-09 16:59:21.986715,24
2018-03-09 17:00:24.497802,21
2018-03-09 17:02:33.824553,23
2018-03-09 17:01:26.239853,22
2018-03-09 17:03:38.360896,25
2018-03-09 17:05:46.756429,27
2018-03-09 16:58:14.226014,23
2018-03-09 17:06:50.052877,26
2018-03-09 16:57:13.346288,24
2018-03-09 17:11:07.238167,26
2018-03-09 17:18:36.212749,36
2018-03-09 17:16:27.684747,31
2018-03-09 17:23:56.217923,43
2018-03-09 17:24:59.940960,46
2018-03-09 17:28:14.875313,31
2018-03-09 17:31:27.519520,19
2018-03-09 17:33:34.086590,22
2018-03-09 17:34:39.167476,21
2018-03-09 17:36:47.594291,21
2018-03-09 17:37:51.033702,20
2018-03-09 17:26:03.873236,85
2018-03-09 17:42:10.228060,26
2018-03-09 17:43:12.496905,23
2018-03-09 17:45:22.450207,22
2018-03-09 17:50:42.766542,24
2018-03-09 17:27:09.031288,38
2018-03-09 17:56:03.238055,24
2018-03-09 17:51:46.035734,23
2018-03-09 17:52:52.226080,23
2018-03-09 17:54:59.868394,23
2018-03-09 17:57:09.080385,24
2018-03-09 18:04:37.650378,24
2018-03-09 18:07:51.030202,25
2018-03-09 18:06:45.037479,25
2018-03-09 18:12:07.596053,25
2018-03-09 18:13:10.824463,23
2018-03-09 18:09:57.539599,24
2018-03-09 18:30:10.936709,75
2018-03-09 18:26:04.049633,21
2018-03-09 20:12:50.646340,38
2018-03-09 20:13:55.283517,22
2018-03-09 20:14:58.902752,47
2018-03-09 20:16:03.284150,26
2018-03-09 20:24:37.455601,13
2018-03-09 20:17:06.409745,23
2018-03-09 20:25:39.639879,177
2018-03-09 20:47:06.985858,18
2018-03-09 20:55:42.769643,17
2018-03-09 21:07:30.901702,17
2018-03-09 21:08:36.058530,16
2018-03-09 21:09:42.174041,14
2018-03-09 21:24:43.296254,13
2018-03-09 21:25:47.682809,18
2018-03-11 09:44:24.993321,35
2018-03-09 21:22:34.554268,14
2018-03-11 09:45:27.922410,55
2018-03-09 21:23:39.106408,27
2018-03-11 09:46:31.588477,22
2018-03-11 09:47:42.084677,61
2018-03-11 09:56:14.487868,31
2018-03-11 09:58:22.080676,31
2018-03-11 10:00:29.966366,29
2018-03-11 09:48:44.666591,48
2018-03-11 10:05:50.540605,28
2018-03-11 10:10:10.260542,28
2018-03-11 10:19:46.425950,29
2018-03-11 10:24:58.619874,31
2018-03-11 10:28:17.639365,30
2018-03-11 10:38:52.937901,30
2018-03-11 10:41:06.852034,30
2018-03-11 10:43:15.878740,29
2018-03-11 10:45:25.686351,28
2018-03-11 13:07:25.563792,67
2018-03-11 13:08:30.227863,47
2018-03-11 13:11:41.173971,17
2018-03-11 13:10:38.933176,18
2018-03-11 10:49:39.991520,28
2018-03-11 13:23:22.478318,22
2018-03-11 13:28:42.014845,24
2018-03-11 13:34:03.509043,24
2018-03-11 13:37:15.503782,25
2018-03-11 13:40:28.350784,19
2018-03-11 13:41:30.481535,17
2018-03-11 13:42:34.951517,29
2018-03-11 13:45:46.815173,12
2018-03-11 13:43:35.998444,14
2018-03-11 13:44:42.323203,12
2018-03-11 13:54:14.328258,11
2018-03-11 13:55:23.404450,28
2018-03-11 14:01:49.777484,93
2018-03-11 14:03:57.221690,17
2018-03-11 13:59:36.875574,165
2018-03-11 14:08:12.663182,29
2018-03-11 14:09:16.496670,23
2018-03-11 14:16:43.083235,47
2018-03-11 14:15:40.804864,25
2018-03-11 14:14:36.656582,19
2018-03-11 14:30:37.214799,22
2018-03-11 14:26:20.502947,42
2018-03-11 14:47:41.446855,26
2018-03-11 14:52:02.590250,54
2018-03-11 15:06:40.028372,30
2018-03-11 15:12:28.991481,30
2018-03-11 15:14:37.374309,31
2018-03-11 15:15:40.154227,30
2018-03-11 14:59:33.183852,29
2018-03-11 15:21:03.094169,31
2018-03-11 15:22:06.107409,30
2018-03-11 15:25:22.554658,30
2018-03-11 15:32:42.924452,71
2018-03-11 15:27:31.850567,30
2018-03-11 20:37:32.321742,24
2018-03-11 20:38:36.217970,20
2018-03-11 20:39:41.461708,36
2018-03-11 20:40:43.864750,81
2018-03-11 14:56:20.202570,28
2018-03-11 20:45:00.632347,95
2018-03-11 20:46:03.803169,52
2018-03-11 20:48:12.051550,54
2018-03-11 20:41:46.706345,79
2018-03-11 20:52:26.631891,11
2018-03-11 21:04:12.256886,19
2018-03-11 21:15:58.791561,23
2018-03-11 21:18:06.256626,23
2018-03-11 21:25:34.473867,24
2018-03-11 21:30:55.546207,24
2018-03-11 21:40:31.043182,25
2018-03-11 21:46:57.336370,25
2018-03-11 21:28:46.426650,24
2018-03-11 21:53:22.067186,24
2018-03-11 23:44:07.559718,60
2018-03-11 23:45:07.829256,48
2018-03-11 23:46:14.246568,42
2018-03-11 23:47:18.093502,35
2018-03-11 23:48:20.337927,29
2018-03-11 23:49:25.578049,12
2018-03-11 23:54:46.635579,15
2018-03-11 23:57:59.284983,15
2018-03-12 00:02:13.077722,28
2018-03-12 00:04:22.661502,11
2018-03-12 00:03:18.561351,12
2018-03-12 00:05:27.592138,11
2018-03-12 00:06:29.746931,10
2018-03-12 00:07:32.737028,10
2018-03-12 00:08:37.230413,19
2018-03-12 00:10:45.492525,18
2018-03-12 00:24:38.579615,14
2018-03-12 00:35:19.063852,18
2018-03-12 00:38:30.298562,18
2018-03-12 00:41:41.182239,19
2018-03-12 00:32:05.031400,16
2018-03-12 00:51:18.575124,21
2018-03-12 00:52:20.759251,20
2018-03-12 00:49:12.039427,20
2018-03-12 00:57:43.764345,21
2018-03-12 01:06:13.999319,21
2018-03-12 01:07:17.634040,21
2018-03-12 01:11:33.989031,21
2018-03-12 01:12:37.785537,20
2018-03-12 07:55:00.308964,22
2018-03-12 01:09:29.355101,21
2018-03-12 07:55:38.316803,19
2018-03-12 07:57:45.874217,35
2018-03-12 07:58:49.175844,16
2018-03-12 07:59:53.462894,23
2018-03-12 08:00:52.342773,11
2018-03-12 01:08:25.937210,21
2018-03-12 08:04:09.856965,25
2018-03-12 08:09:29.085136,13
2018-03-12 08:05:13.837837,21
2018-03-12 08:20:10.560287,15
2018-03-12 08:27:43.210292,16
2018-03-12 08:24:27.652821,15
2018-03-12 08:33:04.540740,16
2018-03-12 08:49:04.721647,17
2018-03-12 08:52:17.128073,18
2018-03-12 09:02:58.522043,18
2018-03-12 09:04:01.584095,18
2018-03-12 09:05:06.098182,18
2018-03-12 09:08:40.838490,58
2018-03-12 13:51:39.952796,39
2018-03-12 13:52:44.595354,64
2018-03-12 13:53:46.820734,54
2018-03-12 13:55:53.116617,41
2018-03-12 14:00:10.884631,46
2018-03-12 14:01:14.541826,28
2018-03-12 13:59:07.218753,32
2018-03-12 13:58:02.416938,16
2018-03-12 14:04:25.787518,10
2018-03-12 14:06:33.163712,20
2018-03-12 13:56:59.256758,39
2018-03-12 14:08:42.780123,38
2018-03-12 14:10:50.140381,34
2018-03-12 14:38:41.188077,42
2018-03-12 14:49:25.204046,41
2018-03-12 14:51:45.946122,39
2018-03-12 15:08:42.613430,35
2018-03-12 15:13:01.064714,33
2018-03-12 15:06:35.271536,35
2018-03-14 17:14:04.192952,17
2018-03-14 17:15:05.368574,16
2018-03-14 17:18:19.015106,14
2018-03-14 17:16:10.551582,15
2018-03-14 17:21:29.227937,23
2018-03-14 17:20:22.031430,28
2018-03-14 17:22:32.685139,10
2018-03-12 15:04:26.250065,36
2018-03-14 17:24:40.531675,47
2018-03-14 17:26:41.822851,255
2018-03-14 17:33:09.617103,19
2018-03-14 17:38:26.655188,63
2018-03-14 17:36:23.058291,66
2018-03-14 17:41:42.890946,11
2018-03-14 17:44:55.256722,17
2018-03-14 17:43:50.466571,21
2018-03-14 17:45:57.786397,81
2018-03-14 17:52:22.616690,14
2018-03-14 17:50:10.626374,12
2018-03-14 17:55:35.712660,16
2018-03-14 18:00:56.756719,16
2018-03-14 17:59:52.203693,16
2018-03-14 18:01:58.921858,16
2018-03-14 18:04:09.095759,16
2018-03-14 18:21:18.008343,27
2018-03-14 18:22:21.055042,27
2018-03-14 18:07:21.452281,16
2018-03-14 18:32:00.608277,29
2018-03-14 18:33:06.299273,28
2018-03-14 18:34:10.683854,25
2018-03-14 18:37:21.417126,25
2018-03-14 18:30:54.674132,32
2018-03-14 18:39:30.929574,26
2018-03-14 18:40:35.951542,28
2018-03-14 18:41:39.072595,29
2018-03-14 18:44:52.781219,25
2018-03-14 18:47:00.456261,27
2018-03-14 19:49:24.447790,82
2018-03-14 19:50:29.111755,36
2018-03-14 18:45:55.124465,27
2018-03-14 18:43:47.386475,26
2018-03-14 19:52:37.716929,25
2018-03-14 19:53:38.993399,13
2018-03-14 19:57:55.963233,19
2018-03-14 19:55:48.566975,22
2018-03-14 20:00:05.581049,41
2018-03-14 19:58:59.597981,18
2018-03-14 19:54:43.750681,12
2018-03-14 20:03:18.141428,13
2018-03-14 20:04:21.065839,31
2018-03-14 20:24:39.283405,13
2018-03-14 20:32:08.874317,16
2018-03-14 20:33:12.537490,13
2018-03-14 20:37:29.391908,16
2018-03-14 20:16:04.614027,10
2018-03-14 20:42:51.006758,17
2018-03-14 20:46:02.301688,17
2018-03-14 20:50:17.551901,17
2018-03-14 20:51:25.976708,18
2018-03-14 20:53:33.657536,18
2018-03-14 20:55:43.115055,18
2018-03-14 20:54:36.353177,18
2018-03-14 20:58:50.649746,18
2018-03-14 21:00:00.001369,17
2018-03-14 21:04:16.618637,18
2018-03-14 21:03:11.420073,18
2018-03-14 21:12:28.988550,85
2018-03-15 15:43:19.544580,39
2018-03-15 15:45:25.622605,14
2018-03-15 15:47:31.842966,10
2018-03-15 15:49:43.832032,70
2018-03-15 15:48:38.141106,21
2018-03-15 15:50:44.383592,59
2018-03-15 15:51:52.505295,45
2018-03-15 15:52:56.120581,14
2018-03-15 15:56:08.308103,20
2018-03-15 15:55:03.953667,20
2018-03-15 15:57:11.473609,42
2018-03-15 15:58:15.340392,66
2018-03-15 15:46:31.072538,12
2018-03-15 15:59:20.236217,12
2018-03-15 16:00:23.404851,255
2018-03-15 16:02:30.592896,18
2018-03-15 15:44:24.046110,32
2018-03-15 16:09:57.585303,57
2018-03-15 16:11:02.542930,48
2018-03-15 16:12:04.849432,41
2018-03-15 16:08:52.820931,26
2018-03-15 16:15:14.694297,40
2018-03-15 16:14:11.203966,45
2018-03-15 16:16:20.894197,19
2018-03-15 16:08:36.315710,52
2018-03-15 16:06:45.650762,68
2018-03-15 16:17:25.578298,54
2018-03-15 16:20:34.061594,15
2018-03-15 16:23:49.708963,51
2018-03-15 16:25:57.684256,18
2018-03-15 16:19:34.920888,33
2018-03-15 16:26:59.808268,19
2018-03-15 16:31:16.914530,34
2018-03-15 16:30:06.849491,28
2018-03-15 16:29:06.023624,72
2018-03-15 16:39:47.084881,29
2018-03-15 16:46:13.173107,31
2018-03-15 16:48:20.727428,32
2018-03-15 16:41:55.899008,29
2018-03-15 16:49:24.254151,32
2018-03-15 16:53:40.534432,33
2018-03-15 16:54:46.221866,32
2018-03-15 17:00:04.916520,33
2018-03-15 16:40:52.229734,28
2018-03-15 17:08:40.365466,33
2018-03-15 17:10:45.995650,32
2018-03-15 17:12:57.887018,31
2018-03-15 17:17:12.393818,30
2018-03-15 17:16:10.772243,30
2018-03-15 17:21:32.579581,29
2018-03-15 17:22:37.298867,28
2018-03-15 17:27:58.324988,28
2018-03-15 17:30:04.667660,27
2018-03-15 17:32:16.740804,26
2018-03-15 17:29:02.488916,28
2018-03-15 17:34:12.481469,79
2018-03-15 18:52:36.281479,49
2018-03-15 18:53:40.164811,25
2018-03-15 18:57:55.124849,14
2018-03-15 19:01:05.218808,12
2018-03-15 19:02:07.327868,11
2018-03-15 19:05:24.080314,79
2018-03-15 18:55:48.345100,26
2018-03-15 18:56:51.482017,15
2018-03-15 18:54:42.802751,29
2018-03-15 19:07:32.400289,14
2018-03-15 19:16:03.332011,19
2018-03-15 19:19:15.215353,11
2018-03-15 19:20:19.646960,17
2018-03-15 19:24:34.981169,11
2018-03-15 19:25:38.743166,21
2018-03-15 19:27:47.293124,33
2018-03-15 19:30:57.619719,17
2018-03-15 19:34:11.766615,10
2018-03-15 19:42:45.860843,240
2018-03-15 19:45:57.549567,12
2018-03-15 19:52:21.605153,14
2018-03-15 19:55:32.526291,13
2018-03-15 20:00:54.282501,14
2018-03-15 20:03:03.291763,14
2018-03-15 20:04:06.503860,14
2018-03-15 20:05:12.359687,13
2018-03-15 20:07:20.604782,13
2018-03-15 20:14:50.636841,14
2018-03-15 20:15:52.742893,13
2018-03-15 20:23:25.623934,13
2018-03-15 20:24:29.241386,13
2018-03-15 20:27:40.905285,13
2018-03-15 20:26:37.610727,13
2018-03-15 20:28:43.843773,13
2018-03-15 20:30:55.300171,13
2018-03-15 20:33:04.811358,13
2018-03-15 20:34:09.316905,12
2018-03-16 12:36:00.964220,51
2018-03-16 12:37:56.747039,20
2018-03-16 12:39:01.244203,36
2018-03-15 20:29:50.606052,13
2018-03-16 12:40:05.410345,16
2018-03-16 12:47:28.532874,35
2018-03-16 12:42:11.659663,26
2018-03-16 12:43:17.290171,23
2018-03-16 12:48:36.998302,17
2018-03-16 12:44:17.454654,22
2018-03-16 12:50:45.445416,18
2018-03-16 12:52:52.049646,96
2018-03-16 12:59:24.923439,12
2018-03-16 13:00:30.427702,13
2018-03-16 13:03:41.371752,27
2018-03-16 13:05:51.708147,40
2018-03-16 13:10:10.197966,18
2018-03-16 13:11:12.387775,18
2018-03-16 13:12:16.237509,38
2018-03-16 13:14:27.514505,18
2018-03-16 13:15:29.888667,33
2018-03-16 13:17:38.980489,18
2018-03-16 13:18:45.776234,15
2018-03-16 12:58:18.873677,31
2018-03-16 13:21:57.676002,17
2018-03-16 13:24:08.184742,17
2018-03-16 13:31:45.784934,28
2018-03-16 13:32:51.136071,14
2018-03-16 13:33:55.596772,13
2018-03-16 13:37:07.815027,25
2018-03-16 13:40:21.340478,12
2018-03-16 13:42:27.681125,12
2018-03-16 13:44:40.755062,25
2018-03-16 13:45:46.916958,32
2018-03-16 13:46:51.477143,24
2018-03-16 13:49:02.168927,19
2018-03-16 13:25:11.341700,31
2018-03-16 13:28:27.993117,14
2018-03-16 13:51:13.985709,34
2018-03-16 13:52:19.942480,27
2018-03-16 13:54:27.109895,68
2018-03-16 13:57:40.236077,50
2018-03-16 14:07:20.002572,11
2018-03-16 14:10:30.062764,10
2018-03-16 14:13:43.913389,40
2018-03-16 14:14:49.059300,102
2018-03-16 14:19:03.504996,19
2018-03-16 14:20:08.731088,16
2018-03-16 14:21:10.944045,17
2018-03-16 14:30:48.846706,10
2018-03-16 14:36:09.656910,11
2018-03-16 14:37:13.755752,10
2018-03-16 14:39:24.144497,10
2018-03-16 14:40:28.361367,10
2018-03-16 14:43:41.284940,11
2018-03-16 14:47:57.952735,11
2018-03-16 14:52:16.222881,10
2018-03-16 14:56:33.234795,14
2018-03-16 15:03:05.134138,10
2018-03-16 15:05:11.275868,10
2018-03-16 15:07:20.678670,16
2018-03-16 15:08:24.988965,10
2018-03-16 18:13:10.703568,46
2018-03-16 19:40:52.903438,18
2018-03-16 19:44:04.028848,11
2018-03-16 19:45:07.471836,83
2018-03-16 19:47:15.665606,16
2018-03-16 19:39:48.709080,25
2018-03-16 19:49:26.983443,11
2018-03-16 19:38:45.030735,30
2018-03-16 19:48:23.174043,43
2018-03-16 19:54:48.542000,11
2018-03-16 19:59:03.755941,32
2018-03-16 20:01:12.802091,10
2018-03-16 20:00:08.449753,52
2018-03-16 20:14:10.300810,11
2018-03-16 21:00:36.821374,11
2018-03-16 21:02:09.622619,64
2018-03-16 22:59:30.610878,47
2018-03-16 23:02:40.253494,47
2018-03-16 23:00:34.672416,20
2018-03-16 23:05:57.026384,29
2018-03-16 23:07:01.904067,19
2018-03-16 23:03:45.981167,30
2018-03-16 23:01:37.815736,71
2018-03-16 23:09:10.609591,43
2018-03-16 23:29:38.493829,18
2018-03-16 23:40:24.805799,10
2018-03-16 23:47:58.529935,10
2018-03-16 23:52:14.593609,30
2018-03-16 23:56:35.928403,34
2018-03-16 23:57:38.105404,14
2018-03-17 00:00:51.391312,12
2018-03-17 00:02:58.455721,33
2018-03-17 00:04:02.367710,20
2018-03-17 00:05:09.541410,10
2018-03-17 00:08:17.460520,30
2018-03-17 00:09:26.058318,13
2018-03-17 00:12:38.848528,27
2018-03-17 00:15:55.209563,31
2018-03-17 00:18:04.970119,28
2018-03-17 00:22:22.921430,24
2018-03-17 00:20:14.337415,12
2018-03-17 00:21:15.377409,14
2018-03-17 00:23:57.739681,13
2018-03-17 00:24:31.730008,42
2018-03-17 00:29:44.247603,12
2018-03-17 00:33:06.511314,11
2018-03-17 00:32:02.631560,23
2018-03-17 00:27:45.013093,13
2018-03-17 00:35:14.870698,11
2018-03-17 00:37:24.875098,26
2018-03-17 00:25:36.327578,23
2018-03-17 00:43:52.711279,12
2018-03-17 00:48:12.899745,12
2018-03-17 00:46:01.487314,13
2018-03-17 00:50:23.085171,24
2018-03-17 00:51:25.879919,12
2018-03-17 00:40:39.574617,28
2018-03-17 00:54:41.861176,23
2018-03-17 00:55:46.796230,12
2018-03-17 00:56:51.087007,26
2018-03-17 00:57:57.813645,23
